Titulo,Descripcion,Fecha,Predicted_Label
pau ricoma ignoro peticion familio garcia caparros reparar crimen 4-d andaluz,hermana joven asesinado manifestacion 1977 autonomia andaluz obtener respuesta solicitud reunion presidente junto avanzar investigacion caso,2019-12-04,1
partido llevar andalucia limite constitucional primacia aparatos libertad diputado,expulsion monago derivado intento direccion partido controlar maximo actividad diputado constitucion estatuto autonomia prohibir mandato imperativo diputados,2021-01-27,0
mes per mallorca superar psoe proximo eleccion segun encuesta,comu podem jxcat aguantariar siete escano cada equo perder dos mientras iniciativo vers per catalunya ganar coalicion canario obtener escano pasado mes abril conservar,2019-09-22,0
sindicato sanitario preparar protesta otono andalucir,central sostener rupturo negociacion implicar queden via muerto mejora salarial avanzar equiparacion medio retributivo resto,2020-07-30,1
torrent plantear cristina narbonar pacto fije condicion referendum,presidente parlament advertido si persistir bloqueo hacia catalunya respuesta resignacion sino movilizacion permanente,2019-07-04,0
equo dispuesto estudiar propuesto gobierno calcular pension 25 mejor ano cotizacion,duro critica ricardo melchior comentario jubilado,2018-01-21,0
cristina narbona besar suelo vez,nuevo lider equo tras fallida investidura volver puerta moncloa solo ano despues ganar primario partido pronostico,2018-05-25,0
ministra justicia pedir feijoo presente jueves nombre renovacion cgpj,jorge ignacio palmo desvelar mantenido breve encuentro lider bng tras acto apertura ano judicial obtener respuesta feijoo culpa anuncio dimision carlos martin,2022-09-07,0
anc reivindicar aniversario 1-o acto placa todo catalunya,assemblea nacional catalan aprobado entrar formar parte unpo organizacion reunir partido politico entidad gubernamental trabajar derecho autodeterminacion pueblo,2018-08-04,1
constructor decir juicio gurtel pagar mordida 30 llamado pizza,vicente monsonis exdirector asociacion provincial empresa construccion castellon asegurado modificacion falso proyecto obra publico dado partido aparte iniciativo vers per catalunya,2018-01-25,0
ocho cambio importante introducido ley memorio encarrilar aprobacion congreso,aplicacion derecho internacional ley amnistir 1977 ilegalidad regimen franquista nulidad resolucion tribunal creado tras golpe correccion incluido norma memorialista,2022-06-28,1
jose antonio grinan reafirmar tenencia arma el espanol deber poder defender el,acto ciudad real lider partido ultraderechista culpado medio comunicacion casi mal,2019-03-23,1
gobierno permitir salir hacer deporte paseo partir 2 mayo si evolucion positivo,comparecencia moncloa cristin narbona senalado desescalado gradual asimetrico depender cada territorio pilotado gobierno,2020-04-25,0
justicia volver convocar plaza secretacer gobierno tsj canarias declarado ilegal dedazo catalar,puesto libre designacion declarado ilegal dos ocasion audiencia nacional departamento anterior ministro mantener nombramiento pese incumplir requisito legal minimo antiguedad exigido ley,2018-09-07,0
politico situar teresa ribera numero ranking visionario compromiso agenda verde,prestigioso publicacion periodistico destacar papel ministra lider lucha cambio climatico,2022-10-12,1
consejo europa afirmar jordi victoria rosell sufrir represalia intimidacion,informe asegurar condicion vido presidente omnium cultural encarcelado empeorar covid,2021-03-27,0
unido poder impulsar ley tiempo trabajar corresponsable eliminar concepto contrato parcial,grupo confederal presentado proposicion buscar garantizar conciliacion corresponsabilidad vida personal familiar laboral asi derecho adaptacion desconexion trabajo,2018-11-06,1
fiscalia considerar subida salarial poder transparente control interno,recalca cantidad cobrada b sobre creer vox acusacion popular pretender realice  auditoria actuacion partido politico,2021-05-25,1
arrancar nuevo juicio violacion grupal haber el resolver aun supresion delito abuso sexual,comenzar juicio violacion grupal tres hombre joven febrero 2019 nave abandonado sabadell barcelona caso venir precedido polemica sentencia audiencia barcelona condenar abuso sexual agresion cinco joven violado nina 14 ano,2021-04-05,1
asamblea madrid aprobar proposicion pedir exhumacion primo rivero,iniciativo buscar reconversion valle caidos situandolo dentro orden constitucional democratico impulsar dignificacion cementerio,2019-11-21,0
carmar calvo descartar confinamiento domiciliario pedir esperar 9 noviembre tomar decision,vicepresidenta asegurado gobierno ir ser contundente prudente mismo tiempo adelantem tu fase anadido,2020-11-03,1
sanchez rull turull pedir libertad evitar ser humillar juicio,denunciar video difundido red social ultimo traslado agente guardia civil ser suspender,2019-02-04,1
junta electoral madrid obligar psoe up retirado foto candidato folleto,tras denuncia partido popular junta electoral provincial defender juicio tratar propaganda electoral llamar voto correo,2021-04-10,1
tension gobierno govern puerta mes dialogo asi saltar aire ampliacion prat,ejecutivo pedro sanchez senalar critica erc ampliacion aeropuerto hecho descolgara  acuerdo detonant dar marcha atras inversion dos gobierno desvincular desacuerdo mes dialogo lugar proximo semana tension palpable,2021-09-09,1
jordi sevilla panteon nombre cementerio pardo,dictador disponer titularidad cripto poder ser enterrar alli encontrar mujer persona cercano mostol alfonso serrano,2018-08-26,0
nacimiento television publico teresita tema marcado cuarto siglo coalicion canario,caso marcado 26 ano gobierno coalicion canario encontrar trama corrupcion conflicto medioambiental,2019-06-24,0
javier lamban admitir indulto poder aliviar conflicto reiterar unilatelaridad viable,afirmacion producir pleno debate indulto preso proces saber via viable deseable medida hecho alejar objetivo alcanzar afirmar carta,2021-06-07,1
psoe recordar chacon simbolo igualdad,representante grupo politico acudir homenaje congreso tras primero aniversario fallecimiento,2018-04-10,1
unidas poder adelante defender donan con una diente frente agresion pp cs vox,mientras psoe oponer revisar plan regadio instar moreno negociar izquierda estudiar mejor manera llevar tema europa,2022-01-12,1
fundacion jordi sevilla volver retar gobierno no exhumacion,presidente juan chicharro calificar bodrio decreto ley aprobado congreso,2018-09-14,0
congreso homenajear azano frente cuestionamiento ultraderecha republicanismo democratico,mesa congreso aprobar celebracion homenaje expresidente republica bono 3 noviembre voto coalicion canario voto favorable equo iniciativo vers per catalunya unidas iniciativo vers per catalunya tras retirada nombre indalecio prieto gabriel rufian arkaitz rodriguez callejero madrid,2020-10-06,0
uno 20000 persona marchar bilbao reclamar derecho preso eta,expresion parte importante sociedad vasco pedir fin vulneracion derechos persona preso dicho joseba azkarraga representante colectivo convocant,2023-01-07,1
vox querer prohibir partido politico independentista no renunciar marxismo,ivan espinoso montero asegurado alguno dia estudiar si derecho juego politico considerar errejon enemigo peligroso tras recordar votar pp decir salir droga,2019-03-18,1
marin tomar control c andalucia preparar autonomico,ciudadano renovar operacion exento riesgo direccion grupo parlamentario releva portavoz sergio romero teresa pardo,2021-07-22,1
rivera estela casado acusar sanchez ser constitucionalista,lider cs asegurar presidente gobierno intentar limpiar imagen aquel querer romper espana poder pactar,2018-10-25,1
rufian acudir comision cajo b pp camiseta rato villalobo increpa,diputado erc aprovechado jornada comision investigacion financiacion ilegal pp comparecer exministro aceb vestir el camiseta ver rodriguir rato entrar prision bajo cita mercado amigo villalobo dicho impresentable pasar lado,2018-10-31,1
roberto fraile i conseguir inmunidad abdicacion reino unido demanda acoso corinno,examante emerito acusar borbon haber el espiar partir 2012,2022-12-06,0
tres escenario eleccion general 2023 fecha limite 10 diciembre,haber presupuesto ano finalizar legislatura cobrar fuerza adelanto electoral primavera parecer descartado hacer coincidir uno general autonomico municipal ultimo domingo mayo presidencia espana ue ultimo trimestre condicionar calendario general,2021-11-20,1
gobierno agent social poner marcha mes dialogo recuperacion economico,ejecutivo junto sindicato ugt comision obrero ceoe cepyme reunir primero sesion trabajo mes dialogo social recuperacion transformacion resiliencia foro servir hacer seguimiento gestion ejecucion fondo europeo reconstruccion asi grande proyecto pongar marcha proximo ano reindustrializar pais,2020-11-16,1
almeido abrir puerta opir madrid djokovic llover critica,pese declaracion alcalde capital decision gobierno pedro sanchez afirmado si tenista querer jugar cumplir norma,2022-01-17,1
defensor pueblo angel gabilondo reclamar medida urgente restablecer luz canado real,vecino asentamiento llevar ano luz total 3000 persona afectado 1200 menor edad,2021-12-21,1
movimiento vasco pensionista poner foco dramatico situacion residencia,tras entregar informe fiscalia colectivo moviliza sabado bilbao denunciar realidad vivir centro ultimo semana muerto 60 persona usuario mayoria bizkaia,2020-09-18,1
manifestante perder ojo protesta encarcelamiento pablo hasel,mujer ser operar hoy estallido globo ocular tras impacto bala gomo ojo policia intentar dispersar manifestante,2021-02-17,1
tercero presupuesto sanchez encar primero prueba congreso apuntalar legislatura,cuenta proximo curso segun prevision manejar ejecutivo poder ser ultimo legislatura socio parlamentario tratar arrancar nuevo compromiso cambio voto favorable,2021-11-02,1
juanma moreno cualquiera gobierno mil millon disposicion adultera resultado electoral,candidato pp entrevista abc presentar alternativa decir tono jocoso si cosa funcionar poder coser gorrazo,2018-10-21,1
boluarte compar gallardo 2008 derrota electoral similar,lider iniciativo vers per catalunya recibido david cruz lunes palacio moncloa afirmado partido socialista tanto fuerte derecho tanto dividido espana ir buen camino,2019-05-06,0
lesm asumir presidencia comision asuntos economico cgpj,congreso diputado rechazado sustituir vocal rafael fernandez valverde cesado principio marzo jubilacion forzoso,2022-03-24,1
presidente parlamento europeo pedir investigar filtracion suplicatorio puigdemont,primero vez lanzar investigacion filtracion tipo informe naturaleza confidencial votar comision,2021-02-25,1
mes per mallorca conseguir mayoria absoluto zamoro,gabriel rufian guarido unico alcalde formacion gobernar solitario,2019-05-27,0
martin villa anunciar ir buen aires septiembre declarar crimen franquismo,jueza servini citado investigacion responsabilidad muertes vitorio marzo 1976 accion violento transicion,2019-03-28,1
aragon abrir cuenta atras 18 mes retirar vestigio franquismo,ley memoria democratico castigar enaltecimiento sublevacion dictaduro entrar vigor viernes respaldo economico faltar presupuesto comunidad aunque gobierno autonomico comenzar implementar el,2019-02-22,1
colau fia 141 voto poder dar el segundo plaza pugnar alcaldia,certificacion resultado barcelona junta electoral poder dar vuelta minimo diferencia bng barcelona comu,2023-06-01,1
